AT
1.206
-0.01
-0.066
-0.199
-0.242
-0.186
-0.335
0
-0.022
0.029
0.073
0.114
0.134
0.153
0.578
2.385
3.654
4.603
5.271
5.495
4.905
4.414
4.596
3.5
8.206
7.303
5.293
4.612
5.008
7.81
10.508
14.064
14.708
14.923
14.561
14.335
14.438
14.376
14.82
15.534
16.3
17.132
17.474
16.49
15.3
14.167
13.491
12.422
13.001
12
11.876
11.5
11.363
11.627
13.892
15.992
16.917
17.118
16.857
16.949
16.45
16.091
16.306
17.142
17.499
17.127
16.902
16.099
14.962
13.469
11.944
10.397
10.51
9.085
8.31
8.306
9.394
11.508
15.995
16.001
15.504
15.792
15.792
17.413
16.745
15.745
15.606
14.974
15.799
17.856
16.736
17.756
17.589
14.997
14.797
10.382
10.801
9.778
9.509
5.385
5.635
7.561
10.498
11.155
12.394
14.213
14.003
14.58
14.235
14.281
15.103
15.948
17.273
19.202
19.467
17.798
16.399
15.2
14.464
12.7
10.721
10.11
9.673
8.676
9.909
9.997
10.504
14.203
14.413
14.19
13.894
12.344
12.222
11.609
13.942
15.591
16.391
15.593
16.35
14.674
13.939
13.19
12.994
12.151
10.808
10.505
10.103
10.502
10.806
13.931
15.592
15.594
15.251
16.39
15.991
16.221
16.393
16.394
16.481
18.211
16.867
17.498
17.84
16.69
16.002
15.596
15.528
10.808
11.501
11.405
9.997
8.001
9.991
10.553
10.702
11.501
11.209
11.404
11.204
10.387
10.169
9.9
10.429
11.201
14.332
15.196
13.43
13.398
13.888
11.503
10.129
8.158
7.513
6.438
6.028
3.941
5.968
10.397
14.055
17
18
17.93
17.2
17.939
17.694
17.591
17.879
18.3
18.479
18.573
18.218
17.578
16.422
14.033
13.2
10.831
10.598
9.71
9.598
9.019
9.56
10.86
14.16
16.404
17.01
16.476
16.651
16.006
15.611
15.668
15.933
15.706
15.397
15.869
15.323
14.878
13.85
11.508
10.873
7.119
2.162
0.525
0.762
0.226
2.295
11.877
16.501
17.698
18.199
17.757
17.896
17.696
17.745
18.008
17.892
18.197
18.43
18.194
18.01
17.499
16.999
16.492
16.398
14.726
16.196
15.008
13.1
12.92
12.927
13.948
17.438
18.192
18.994
18.227
17.892
17.141
17.462
17.516
17.95
18.097
18.097
18.515
18.61
17.01
17.01
17.898
17
16.339
13.902
12.4
11.993
12.406
13.908
15.671
17.01
19.454
19.799
19.796
17.267
18.454
18.5
18.159
17.966
18.239
19.687
19.189
17.18
17
16.934
13.775
12.408
9.901
11.848
10.183
9.527
7.344
6.703
7.967
10.809
12.409
13.907
13.907
13.907
13.91
13.654
13.854
13.905
16.5
13.908
17.109
14.555
13.91
11.487
7.441
10.009
7.718
2.163
2.789
1.681
0.586
0.431
0.471
0.963
4.276
11.201
11.808
10.844
11.718
11.264
9.043
11.208
12
13.007
14.992
13.418
13.003
12.565
11.649
11.802
6.633
6.001
6.001
6.272
5.61
6.33
8.7
15.463
17.511
18.599
17
16.972
16.092
16.097
16.532
16.534
16.677
16.997
16.679
17.372
15.476
13.929
12.888
12.409
11.064
10.599
10.482
10.388
9.945
10.138
10.988
13.34
15.993
17.755
16.104
14.547
13.598
13.375
13.86
15.145
16.797
18.18
19.01
18.573
18.053
15.997
14.902
14.478
12.898
12.285
13
12.995
12.544
12.017
12.66
15.184
17.169
19
18.414
16.493
15.87
14.499
15.86
16.492
16.496
16.199
16.556
16.713
15.649
14.205
13.475
13.223
11.768
11.681
12.004
12
11.407
12.003
11.718
13.693
16.496
17.495
17.241
16.882
16.554
16.266
16.495
17.01
18.017
17.969
18.991
17.498
19.29
17.01
15.954
16.491
14.117
14.662
14.45
13.554
13.52
14.498
14.851
17.601
20.806
23.502
21.51
20.824
20.032
18.926
18.163
18.236
19.2
20
20.822
20.445
19.7
17.57
16.637
16.298
14.276
13.509
12.971
13.764
12.977
13.118
13.206
13.035
13.766
14.6
17.166
17.001
15.694
14.791
13.702
13.658
13.59
14.422
17.392
17.9
15.041
14.392
13.641
13.214
11.839
13.701
14.503
14.397
13.906
13.905
13.904
13.707
12.555
13.561
14.528
15.382
16.163
16.296
15
15.49
15.749
17.103
19.199
19.554
19.49
18.223
17.162
16.422
15.463
14.893
14.997
15.061
14.8
14.928
15.053
18.99
22.654
25.787
27
24.974
23.001
22.077
21.888
21.951
21.899
22.458
24.89
24.807
22.319
20.391
18.375
17.227
16.36
16.485
16
15.532
14.932
15.355
16.409
18.361
21.008
25.11
25.643
23.8
22.998
21.792
20.605
21.528
21.798
22.458
25
25
23.113
21.402
18.756
17.457
16.268
15.041
14.947
14.816
14.444
14.41
15.06
17.205
20.09
22.504
22.5
21.242
20.098
19.32
18.52
19.19
19.73
19.919
20.667
21.161
19.898
17.899
16.942
16.65
15.663
15
14.234
13.861
13.601
13.595
14.385
16.546
18.681
19.895
20.358
19.747
19.696
19.422
18.122
17.873
17.508
17.604
18.62
18.788
17.957
16.654
15.512
15.191
13.808
13.661
13.489
13.204
12.565
12.85
13.454
15.192
17.61
19.5
19.919
19.5
19
18.306
18
18.15
18.5
18.8
19.805
20.07
19.352
18.15
16.631
15.614
14.069
13.99
13.472
13.303
12.763
12.5
12.274
12.814
13.609
14.543
16.01
16.153
15.781
14.878
14.17
14.629
14.859
15.427
16.493
17.496
16.584
15.162
14.647
14.258
14.186
15.635
13.306
12.801
12.309
12.301
12.232
13.031
13.31
15.395
15.683
13.31
12.873
13.285
11.644
12.303
12.847
13.628
16.495
17.198
16.36
16.222
15.357
14.199
13.3
11.568
12.908
12.586
12.906
13.201
13.545
17.49
18.391
18.698
17.978
17.293
16.989
16.961
17.295
17.113
17.889
17.491
17.495
18.696
16.575
15.549
14.397
13.709
11.006
11.757
11.686
11.234
11.599
11.185
11.811
15.103
17.732
18.444
17.495
16.97
15.373
14.845
15
15.186
15.405
15.862
17.487
16.789
16.572
14.601
13.518
13.309
11.619
10.402
10.403
10.241
9.262
12.306
11.633
16.427
17.474
17.996
16.732
16.19
15.995
14.941
14.222
15.607
14.748
15.174
14.833
17.498
16.268
14.377
13.136
12.304
11.828
12.129
10.356
10.051
10.296
10.428
12.606
16.009
17.862
17.508
17.82
17.009
16.721
15.686
15.274
16.144
16.339
16.728
17.817
18.312
17.296
16.482
15.183
14.206
13.399
11.132
10.457
9.846
9.295
12.453
15.65
17.263
18.678
18.03
17.995
16.764
16.566
14.459
13.863
13.748
14.971
14.343
15.233
16.001
15.494
13.836
12.508
12.004
9.693
11.465
12.069
12.005
12.122
12.333
12.246
13.277
15.61
16.419
16.983
16.411
15.639
14.884
13.337
13.409
14.161
15.536
17.029
18.416
17.996
16.776
15.808
15.237
13.646
13.302
12.29
11.85
12.41
11.567
11.305
11.379
11.54
12.112
11.803
11.796
12.309
11.707
10.746
11.015
11.64
13.3
15.025
17.136
17.259
16.651
15.365
15.573
14.418
14.5
14.373
14.337
14.005
14.01
14.893
17.564
20.065
21.339
20.046
18.492
17.784
16.778
16.003
16.132
17.007
18.18
19.894
21.35
20.538
18.621
16.645
15.926
15.4
14.532
14.152
14.002
13.886
14.159
14.854
17.054
19.804
21.416
19.185
17.295
15.204
15.135
14.694
15.718
17.195
18.998
22.226
24.56
22.9
19.903
18.818
17.336
16.301
16
15.512
15
14.795
14.597
15.15
17.569
19.664
21.59
17.888
15.36
14.325
14.275
14.135
15.134
16
16.327
18.399
19.245
18.353
16
15.991
13.966
13.466
12.401
12.927
12.607
12.462
12.927
14.297
16.791
18.541
18.01
16
13.998
14.999
14.996
14.994
15
15.861
16.794
17.778
18.361
18.01
17.244
15.29
14.997
14.57
13.65
13.597
13.116
12.961
13.049
14.198
16.15
18.605
19.804
16.571
14.455
14.941
13.992
12.84
15.233
15.795
16
17.258
20.268
16.796
16.092
15.609
16.203
13.814
15.999
15.451
15.003
14.589
14.678
14
15.495
16.077
15.897
15.794
14.701
15.471
14
12.95
13.763
15.084
15.898
15.772
16.147
15.501
14.869
12.933
14.01
14.01
12.805
12.699
13.147
12.808
12.859
12.837
13.417
13.62
14.94
14.597
14.556
14.007
12.989
12
12
12.463
13.516
15.854
16.957
17.086
16.224
15.198
15.5
14.329
13.983
13.447
13.305
12.904
13.18
13.759
16.319
19.608
22.726
19.62
17.335
15.334
14.354
14.039
14.517
15.702
17.035
18.806
22.18
20.671
18.786
16.895
16.097
15.012
13.562
13.232
13.216
13.212
13.232
14.193
16.622
19.999
20.698
18.06
16.093
14.586
13.272
13.152
13.421
15.077
16.355
18.125
19.999
19.297
17.581
16.009
15.103
14.173
13.61
13.095
13
13.001
13.145
14.452
16.435
18.5
18.876
17.122
15.885
15.007
14.584
14.415
14.856
15.741
16.498
18.14
20.428
17.938
17.094
16.054
15.991
14.387
14.508
13.635
13.74
13.489
13.446
15.038
17.041
17.791
17.923
16.931
15.993
13.344
12.478
14.644
15.101
15.583
15.847
16.9
17.906
17.644
16.484
15.69
14.327
13.695
12.207
13.85
13.802
13.639
13.8
14.472
15.976
17.323
18.191
16.997
16.093
15.697
14.983
15.001
14.568
14.603
14.993
14.501
14.778
15.775
14.074
13.546
13.912
12.682
